,title,company,expirence,salary,location,skill,date
120,"Manager/Lead - IT - Machine Learning, Python, Data Science",Bajaj Finance Limited,3-8 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['Data Science', 'Machine Learning', 'Python', 'Communication Skills', 'Design Development', 'Requirement Gathering', 'Data Analysis', 'Verbal Communication']",14 DAYS AGO
121,Data Science/Analysis Expert - Machine Learning,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Tableau', 'Regression Algorithms', 'NLP', 'Data Scientist']",8 DAYS AGO
122,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",8 DAYS AGO
123,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",14 DAYS AGO
124,"Specialist, Data Science",Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad,"['Data Science', 'R', 'Power Bi', 'Analytical Skills', 'Data Analysis', 'Advanced Excel', 'Third Party', 'Powerpoint']",2 DAYS AGO
125,"Trainee - Data Science, Artificial Intelligence & Data Analytics",MagicBase Royal BD Pvt Ltd,0-2 Yrs,"80,000 - 1,25,000 PA.",Bengaluru(Whitefield),"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Data Science', 'Artificial Intelligence', 'Data Analytics']",
126,Senior Analyst- Data Science,Accenture Solutions Pvt Ltd,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Project Management', 'BPO', 'project management', 'Analyst- Data Science']",
127,"Senior Analyst, Data Science",Varite,3-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Power BI', 'Azure', 'Analyst', 'Excel', 'data science', 'Agile', 'power bi']",4 DAYS AGO
128,Data Science/ Scientist - Python/ Deep Learning,New Era India,7-12 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'AWS', 'Data Science', 'Java', 'C++']",2 DAYS AGO
129,Artificial Intelligence/Machine learning/Data Science,Spectrum Consultants India Pvt Ltd.,8-13 Yrs,Not disclosed,Bengaluru,"['Computer science', 'Electrical engineering', 'deep learning', 'Literature', 'data science', 'Artificial Intelligence', 'Machine learning', 'Silicon']",11 DAYS AGO
130,Senior Software Developer - NLP / Machine Learning /Data Science,Cunesoft,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
131,Software Developer - NLP/ Data Science/ Machine Learning,Cunesoft,3-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
132,"Internship in Data Science, AI and Machine Learning - Online",www.iibmindia.in,0-5 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad","['IT Skills', 'Data Science', 'Data Science', 'fresher', 'any graduate', 'Online', 'Internship', 'work from home']",6 DAYS AGO
133,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Gurgaon,"['IT Skills', 'Python', 'Machine Learning', 'Tableau', 'Data Science', 'SAS', 'Tableau', 'Machine Learning']",2 DAYS AGO
134,Senior Analyst / Assistant Manager Data Science,Latent view,3-8 Yrs,Not disclosed,Chennai,"['Text mining', 'Analyst', 'data science', 'Business analysis', 'Machine learning', 'QlikView', 'Data mining', 'Analytics']",2 DAYS AGO
135,Data Science Internship,Data Trained Education,0-1 Yrs,Not disclosed,"Ghaziabad, Delhi NCR, Noida","['Data Science', 'Machine Learning', 'Deep Learning', 'Predictive Modeling', 'NLP', 'Classification', 'Hadoop', 'Tableau']",12 DAYS AGO
136,"Computer Science Faculty For B.Tech (AI, ML, IoT, Data Science)",Vision Group of Institutions,0-5 Yrs,"1,25,000 - 1,50,000 PA.","Aligarh, Kanpur","['Java', 'software', 'Artificial Intelligence', 'Programming', 'topper', 'Machine Learning', 'computer sciene & engineering', 'IOT']",13 DAYS AGO
137,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
138,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
139,Data Science ( Python & Statistical Modelling ),JoulestoWatts Business Solutions Pvt Ltd,5-10 Yrs,Not disclosed,"Chennai, Pune, Bengaluru, Hyderabad, Gurgaon","['Data Science', 'Predictive Modeling', 'ANCOVA', 'ANOVA', 'Natural Language Processing', 'Statistical Modeling', 'machine learning', 'SQL']",8 DAYS AGO
140,"Manager/Lead - IT - Machine Learning, Python, Data Science",Bajaj Finance Limited,3-8 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['Data Science', 'Machine Learning', 'Python', 'Communication Skills', 'Design Development', 'Requirement Gathering', 'Data Analysis', 'Verbal Communication']",14 DAYS AGO
141,Data Science/Analysis Expert - Machine Learning,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Tableau', 'Regression Algorithms', 'NLP', 'Data Scientist']",8 DAYS AGO
142,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",14 DAYS AGO
143,"Specialist, Data Science",Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad,"['Data Science', 'R', 'Power Bi', 'Analytical Skills', 'Data Analysis', 'Advanced Excel', 'Third Party', 'Powerpoint']",2 DAYS AGO
144,"Trainee - Data Science, Artificial Intelligence & Data Analytics",MagicBase Royal BD Pvt Ltd,0-2 Yrs,"80,000 - 1,25,000 PA.",Bengaluru(Whitefield),"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Data Science', 'Artificial Intelligence', 'Data Analytics']",
145,Senior Analyst- Data Science,Accenture Solutions Pvt Ltd,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Project Management', 'BPO', 'project management', 'Analyst- Data Science']",
146,"Senior Analyst, Data Science",Varite,3-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Power BI', 'Azure', 'Analyst', 'Excel', 'data science', 'Agile', 'power bi']",4 DAYS AGO
147,Artificial Intelligence/Machine learning/Data Science,Spectrum Consultants India Pvt Ltd.,8-13 Yrs,Not disclosed,Bengaluru,"['Computer science', 'Electrical engineering', 'deep learning', 'Literature', 'data science', 'Artificial Intelligence', 'Machine learning', 'Silicon']",11 DAYS AGO
148,Senior Software Developer - NLP / Machine Learning /Data Science,Cunesoft,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
149,Software Developer - NLP/ Data Science/ Machine Learning,Cunesoft,3-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
150,"Internship in Data Science, AI and Machine Learning - Online",www.iibmindia.in,0-5 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad","['IT Skills', 'Data Science', 'Data Science', 'fresher', 'any graduate', 'Online', 'Internship', 'work from home']",6 DAYS AGO
151,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",8 DAYS AGO
152,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Gurgaon,"['IT Skills', 'Python', 'Machine Learning', 'Tableau', 'Data Science', 'SAS', 'Tableau', 'Machine Learning']",2 DAYS AGO
153,Senior Analyst / Assistant Manager Data Science,Latent view,3-8 Yrs,Not disclosed,Chennai,"['Text mining', 'Analyst', 'data science', 'Business analysis', 'Machine learning', 'QlikView', 'Data mining', 'Analytics']",2 DAYS AGO
154,Data Science Internship,Data Trained Education,0-1 Yrs,Not disclosed,"Ghaziabad, Delhi NCR, Noida","['Data Science', 'Machine Learning', 'Deep Learning', 'Predictive Modeling', 'NLP', 'Classification', 'Hadoop', 'Tableau']",12 DAYS AGO
155,"Computer Science Faculty For B.Tech (AI, ML, IoT, Data Science)",Vision Group of Institutions,0-5 Yrs,"1,25,000 - 1,50,000 PA.","Aligarh, Kanpur","['Java', 'software', 'Artificial Intelligence', 'Programming', 'topper', 'Machine Learning', 'computer sciene & engineering', 'IOT']",13 DAYS AGO
156,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
157,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
158,Data Science ( Python & Statistical Modelling ),JoulestoWatts Business Solutions Pvt Ltd,5-10 Yrs,Not disclosed,"Chennai, Pune, Bengaluru, Hyderabad, Gurgaon","['Data Science', 'Predictive Modeling', 'ANCOVA', 'ANOVA', 'Natural Language Processing', 'Statistical Modeling', 'machine learning', 'SQL']",8 DAYS AGO
159,Data Science opening at Happiest Minds,Happiest Minds Technologies Limited,8-12 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['IT Skills', 'Java', 'Python', 'Data Science', 'Machine Learning', 'Big Data', 'Data Science', 'Natural Language Processing']",12 DAYS AGO
160,"Manager/Lead - IT - Machine Learning, Python, Data Science",Bajaj Finance Limited,3-8 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['Data Science', 'Machine Learning', 'Python', 'Communication Skills', 'Design Development', 'Requirement Gathering', 'Data Analysis', 'Verbal Communication']",14 DAYS AGO
161,Data Science/Analysis Expert - Machine Learning,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Tableau', 'Regression Algorithms', 'NLP', 'Data Scientist']",8 DAYS AGO
162,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",14 DAYS AGO
163,"Specialist, Data Science",Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad,"['Data Science', 'R', 'Power Bi', 'Analytical Skills', 'Data Analysis', 'Advanced Excel', 'Third Party', 'Powerpoint']",2 DAYS AGO
164,"Trainee - Data Science, Artificial Intelligence & Data Analytics",MagicBase Royal BD Pvt Ltd,0-2 Yrs,"80,000 - 1,25,000 PA.",Bengaluru(Whitefield),"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Data Science', 'Artificial Intelligence', 'Data Analytics']",
165,Senior Analyst- Data Science,Accenture Solutions Pvt Ltd,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Project Management', 'BPO', 'project management', 'Analyst- Data Science']",
166,"Senior Analyst, Data Science",Varite,3-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Power BI', 'Azure', 'Analyst', 'Excel', 'data science', 'Agile', 'power bi']",4 DAYS AGO
167,Artificial Intelligence/Machine learning/Data Science,Spectrum Consultants India Pvt Ltd.,8-13 Yrs,Not disclosed,Bengaluru,"['Computer science', 'Electrical engineering', 'deep learning', 'Literature', 'data science', 'Artificial Intelligence', 'Machine learning', 'Silicon']",11 DAYS AGO
168,Senior Software Developer - NLP / Machine Learning /Data Science,Cunesoft,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
169,Software Developer - NLP/ Data Science/ Machine Learning,Cunesoft,3-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
170,"Internship in Data Science, AI and Machine Learning - Online",www.iibmindia.in,0-5 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad","['IT Skills', 'Data Science', 'Data Science', 'fresher', 'any graduate', 'Online', 'Internship', 'work from home']",6 DAYS AGO
171,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",8 DAYS AGO
172,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Gurgaon,"['IT Skills', 'Python', 'Machine Learning', 'Tableau', 'Data Science', 'SAS', 'Tableau', 'Machine Learning']",2 DAYS AGO
173,Senior Analyst / Assistant Manager Data Science,Latent view,3-8 Yrs,Not disclosed,Chennai,"['Text mining', 'Analyst', 'data science', 'Business analysis', 'Machine learning', 'QlikView', 'Data mining', 'Analytics']",2 DAYS AGO
174,Data Science Internship,Data Trained Education,0-1 Yrs,Not disclosed,"Ghaziabad, Delhi NCR, Noida","['Data Science', 'Machine Learning', 'Deep Learning', 'Predictive Modeling', 'NLP', 'Classification', 'Hadoop', 'Tableau']",12 DAYS AGO
175,"Computer Science Faculty For B.Tech (AI, ML, IoT, Data Science)",Vision Group of Institutions,0-5 Yrs,"1,25,000 - 1,50,000 PA.","Aligarh, Kanpur","['Java', 'software', 'Artificial Intelligence', 'Programming', 'topper', 'Machine Learning', 'computer sciene & engineering', 'IOT']",13 DAYS AGO
176,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
177,Data Analyst - Data Science,DataToBiz,3-7 Yrs,Not disclosed,Chandigarh,"['IT Skills', 'Python', 'Cloud', 'Oracle', 'AWS', 'Tableau', 'Power BI', 'DataLake']",5 DAYS AGO
178,Data Science ( Python & Statistical Modelling ),JoulestoWatts Business Solutions Pvt Ltd,5-10 Yrs,Not disclosed,"Chennai, Pune, Bengaluru, Hyderabad, Gurgaon","['Data Science', 'Predictive Modeling', 'ANCOVA', 'ANOVA', 'Natural Language Processing', 'Statistical Modeling', 'machine learning', 'SQL']",8 DAYS AGO
179,Data Science opening at Happiest Minds,Happiest Minds Technologies Limited,8-12 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['IT Skills', 'Java', 'Python', 'Data Science', 'Machine Learning', 'Big Data', 'Data Science', 'Natural Language Processing']",12 DAYS AGO
180,"Manager/Lead - IT - Machine Learning, Python, Data Science",Bajaj Finance Limited,3-8 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","['Data Science', 'Machine Learning', 'Python', 'Communication Skills', 'Design Development', 'Requirement Gathering', 'Data Analysis', 'Verbal Communication']",14 DAYS AGO
181,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",8 DAYS AGO
182,Part Time Academic Writer For Econometric/Data Science/Statistics,Paperpedia private limited,0-5 Yrs,Not disclosed,"Chennai, Delhi NCR(Sector-16 Noida), Bengaluru, Hyderabad, Noida, Kolkata","['STATA', 'SPSS', 'Econometrics', 'Big Data Analytics', 'Eviews', 'Research', 'Statistics', 'Data Science']",14 DAYS AGO
183,"Specialist, Data Science",Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad,"['Data Science', 'R', 'Power Bi', 'Analytical Skills', 'Data Analysis', 'Advanced Excel', 'Third Party', 'Powerpoint']",2 DAYS AGO
184,"Trainee - Data Science, Artificial Intelligence & Data Analytics",MagicBase Royal BD Pvt Ltd,0-2 Yrs,"80,000 - 1,25,000 PA.",Bengaluru(Whitefield),"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Data Science', 'Artificial Intelligence', 'Data Analytics']",
185,Senior Analyst- Data Science,Accenture Solutions Pvt Ltd,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Project Management', 'BPO', 'project management', 'Analyst- Data Science']",
186,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Gurgaon,"['IT Skills', 'Python', 'Machine Learning', 'Tableau', 'Data Science', 'SAS', 'Tableau', 'Machine Learning']",2 DAYS AGO
187,"Senior Analyst, Data Science",Varite,3-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Power BI', 'Azure', 'Analyst', 'Excel', 'data science', 'Agile', 'power bi']",4 DAYS AGO
188,Data Science/ Scientist - Python/ Deep Learning,New Era India,7-12 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'AWS', 'Data Science', 'Java', 'C++']",2 DAYS AGO
189,Data Science/Analysis Expert - Machine Learning,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Tableau', 'Regression Algorithms', 'NLP', 'Data Scientist']",8 DAYS AGO
190,Artificial Intelligence/Machine learning/Data Science,Spectrum Consultants India Pvt Ltd.,8-13 Yrs,Not disclosed,Bengaluru,"['Computer science', 'Electrical engineering', 'deep learning', 'Literature', 'data science', 'Artificial Intelligence', 'Machine learning', 'Silicon']",11 DAYS AGO
191,Senior Software Developer - NLP / Machine Learning /Data Science,Cunesoft,5-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
192,Software Developer - NLP/ Data Science/ Machine Learning,Cunesoft,3-8 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Cloud', 'Project Management', 'Product Management', 'Azure', 'BPO']",12 DAYS AGO
193,"Internship in Data Science, AI and Machine Learning - Online",www.iibmindia.in,0-5 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad","['IT Skills', 'Data Science', 'Data Science', 'fresher', 'any graduate', 'Online', 'Internship', 'work from home']",6 DAYS AGO
194,Senior Analyst / Assistant Manager Data Science,Latent view,3-8 Yrs,Not disclosed,Chennai,"['Text mining', 'Analyst', 'data science', 'Business analysis', 'Machine learning', 'QlikView', 'Data mining', 'Analytics']",2 DAYS AGO
195,Data Science Internship,Data Trained Education,0-1 Yrs,Not disclosed,"Ghaziabad, Delhi NCR, Noida","['Data Science', 'Machine Learning', 'Deep Learning', 'Predictive Modeling', 'NLP', 'Classification', 'Hadoop', 'Tableau']",12 DAYS AGO
